bc,co,date,location,no2,o3,pm10,pm25,so2
"","",2022-04-08,WAUKESHA - CLEVELAND,"",0.0271,4.8519,3.6806,""
"","",2022-04-08,Umatilla,"",0.0312,"","",""
"","",2022-04-09,Downtown Sacramento,"",0.0364,49.6023,7.9773,""
"","",2022-04-09,Waterbury,"","","",7.0391,""
"",0.2818,2022-04-09,Pepsi Place,0.009,"","",7.358,""
"","",2022-04-09,United Ave,"",0.0338,"",4.7682,0.0
"",0.1044,2022-04-09,Piney Run,0.001,0.0361,"",2.6356,0.0
"","",2022-04-09,MTSP,0.0012,0.0348,4.4202,"",0.0011
"","",2022-04-09,Durham Armory,"",0.0378,9.0226,2.3684,0.0
"","",2022-04-09,Painesville,"",0.0299,"",3.4252,0.001
"","",2022-04-09,Bennington,"",0.0275,"",4.9947,""
"","",2022-04-09,ASHBURN,0.0021,0.0342,"","",""
"","",2022-04-09,Basin,"",0.0319,"","",""
"","",2022-04-09,Long Beach Signal Hi,0.0122,0.0381,38.7477,15.0532,0.001
"","",2022-04-09,Pocomoke City,"","",7.1356,4.2712,""
"",0.1942,2022-04-10,Calexico - Ethel Str,0.005,0.0403,49.6804,12.2082,5.0E-4
"","",2022-04-10,Bakersfield - Golden,"","",80.9344,14.2308,""
"",0.2457,2022-04-10,Reseda,0.0054,0.0428,"",19.5028,""
"","",2022-04-10,South Long Beach,"","","",20.862,""
"","",2022-04-10,Ukiah District Offic,"",0.0341,"","",""
"","",2022-04-10,Osceola National For,"",0.0344,"","",""
"","",2022-04-10,MILITARY PARK,0.0066,"","",6.3504,0.0039
"",0.3093,2022-04-10,Fort Lee Near Road,0.0076,"","",2.8932,""
"","",2022-04-10,Clemmons Middle,"",0.0359,"",2.9248,""
"","",2022-04-10,BRYSON,"",0.0356,"",3.461,""
"","",2022-04-10,Springfield Well Fd,"",0.0328,"","",""
"","",2022-04-10,Batavia,"",0.0331,"",5.7615,""
"","",2022-04-10,Lawrenceville,"",0.0311,"",3.6496,""
"","",2022-04-10,Kingsport,"","","",4.5043,""
"","",2022-04-10,Daniel South,3.0E-4,0.0471,11.0175,"",""
"",0.1225,2022-04-10,Blaine,0.0057,0.0411,10.8369,7.3404,0.001
"","",2022-04-10,Brainerd,"",0.043,"","",""
"","",2022-04-11,Hidden Valley,"","",32.0127,6.0759,""
"","",2022-04-11,EAGLEMT,"",0.0404,"","",""
"",0.1859,2022-04-11,Calexico - Ethel Str,0.0044,0.0421,62.6897,13.5908,5.0E-4
"","",2022-04-11,Sequoia and Kings Ca,"",0.038,"",8.8152,""
"","",2022-04-11,Sheffield Elementary,"",0.0361,"",9.5628,""
"","",2022-04-11,CARY,"",0.0392,"",6.7909,""
"","",2022-04-11,Horn Point,"",0.0354,"",2.8049,2.0E-4
"","",2022-04-11,LYNN,0.002,0.032,"",-0.2169,""
"","",2022-04-11,Brockton,"",0.0336,"",4.9241,""
"",0.0645,2022-04-11,Blaine,0.003,0.0407,9.5344,5.0916,0.001
"","",2022-04-11,HERNANDO,"",0.0475,"",7.0127,""
"","",2022-04-11,Buick NE,"","","","",0.0016
"","",2022-04-11,Batavia,"",0.0404,"",9.7909,""
"","",2022-04-11,New Albany,"",0.0379,"",6.0645,3.0E-4
"","",2022-04-11,Herriman #3,0.0018,0.0388,"",11.1342,""
"","",2022-04-11,Madera - Pump Yard,"",0.0352,"","",""
"","",2022-04-12,Belle Glade,"","","",5.9738,""
"",0.2027,2022-04-12,Kapolei,0.0025,"",21.3871,5.2775,0.0
"",0.0798,2022-04-12,Bondville,"",0.0258,"","",8.0E-4
"","",2022-04-12,South Bend-Shields D,0.0128,0.0242,"",13.9817,""
"","",2022-04-12,WY/KC,"",0.034,30.6,12.4548,5.0E-4
"","",2022-04-12,Acadia NP - McFarlan,"",0.0403,"",6.1719,0.0
"","",2022-04-12,WAVELAND,"",0.0392,"",11.192,""
"","",2022-04-12,Troost,0.0054,"",30.9055,9.6307,0.0011
"","",2022-04-12,Madras - Westside Sc,"","","",3.3022,""
0.7509,0.189,2022-04-12,Portland Near Road,0.0143,0.0241,"",4.2029,""
"",0.3955,2022-04-12,Lindon,0.0039,0.0389,"",3.2964,""
"",0.1607,2022-04-12,Seattle-Beacon Hill,0.006,0.0374,"",3.2054,1.0E-4
"","",2022-04-12,Fresno-Pacific,"","","",4.191,""
"","",2022-04-12,Rossville-Williams S,"","",26.7946,14.5857,""
"",0.1884,2022-04-12,La Casa NCORE - 4545,0.0073,0.0395,35.5876,6.101,0.0
"","",2022-04-13,Dysart,"",0.0424,28.0,"",""
"","",2022-04-13,Pinal Air Park,"",0.0431,62.3663,"",""
"","",2022-04-13,Albany,"",0.0305,28.3043,11.0661,""
"","",2022-04-13,New Roads,"",0.029,"","",""
"","",2022-04-13,JENISON,"",0.0316,18.3957,8.7957,""
"",0.7459,2022-04-13,Elizabeth,"","","","",6.0E-4
"","",2022-04-13,Tioga County,"",0.0455,"",5.1835,""
"","",2022-04-13,Trenton,"",0.0331,"",7.8494,0.0
"","",2022-04-13,EASTKNOX,"",0.0209,"","",""
"","",2022-04-13,Lake Ilo,5.0E-4,0.0279,53.7453,2.5913,0.0
"","",2022-04-13,Youngstown State,"",0.0345,"",7.2819,7.0E-4
"",0.0327,2022-04-13,Copper View,0.0047,0.0355,"",2.4885,0.001
"",0.1371,2022-04-13,Clovis - N. Villa Av,0.0026,0.0388,10.2283,3.413,""
"","",2022-04-13,Flemington,"",0.0259,"",8.9921,""
"",0.3107,2022-04-13,Ontario Near Road,0.0243,"","","",""
"","",2022-04-14,Cave Creek,"",0.0498,"","",""
"",0.2288,2022-04-14,Buckeye,0.0081,0.0324,45.8716,"",""
"","",2022-04-14,Huron,"","","",5.2526,""
"",0.1615,2022-04-14,Redwood City,0.0028,0.0363,"",2.4421,""
"","",2022-04-14,Jackson Road,"",0.026,"",8.8235,""
"","",2022-04-14,McCall,"","","",9.2034,""
"","",2022-04-14,MARYVILL,"",0.0281,"",2.0619,""
"","",2022-04-14,NEW HAVEN,"",0.0329,"",6.4693,""
"","",2022-04-14,16th and Whitmore,"",0.0328,"","",-4.0E-4
"","",2022-04-14,Newburgh,"","","",13.1483,""
"","",2022-04-14,Sycamore,"",0.0362,"",3.6159,""
"","",2022-04-14,Marietta WTP,"",0.038,"","",""
"",0.1336,2022-04-14,Rose Park,0.0104,0.0356,"",4.0866,0.0
"","",2022-04-14,Lake Park,0.0049,0.0421,"","",""
"",0.1531,2022-04-14,Chico -  East,0.003,0.0396,6.5169,3.1356,""
"","",2022-04-14,West Duluth,"","","",3.3333,""
"","",2022-04-15,Dirty Socks,"","",13.7815,"",""
"",0.3402,2022-04-15,Ontario Near Road,0.0281,"","","",""
"","",2022-04-15,BCSP,"",0.0466,"","",""
"","",2022-04-15,Mandarin,"","",20.5263,10.8768,""
"","",2022-04-15,TAIT CUMMINS,"","","","",0.0
"","",2022-04-15,Goodland,"","",16.0699,"",""
"","",2022-04-15,Rockville,"",0.0364,"",6.2746,""
"","",2022-04-15,MILITARY PARK,0.0079,"","",5.7909,0.0024
"","",2022-04-15,Shakopee,"",0.0334,"",1.8042,""
"","",2022-04-15,CC_Armory,"",0.0399,"",0.0168,""
"",0.1055,2022-04-15,Jersey City,0.0142,"","","",1.0E-4
"","",2022-04-15,Substation,0.0019,0.0392,12.958,"",2.0E-4
"","",2022-04-15,Made,"","","","",0.0023
"","",2022-04-15,Portland - Spangler,"","","",2.2853,""
"","",2022-04-15,Hillsboro - Hare Fie,"","","",6.5098,""
"",0.1632,2022-04-15,Parklane,"",0.0411,"",5.327,0.0
"","",2022-04-15,Port Townsend-San Ju,"","","",3.7381,""
"","",2022-04-15,Willits Blosser Lane,"","","",7.6028,""
"","",2022-04-15,SAVANNAH,"",0.0392,"","",""
"","",2022-04-15,Candor,"",0.0464,"","",""
"","",2022-04-16,C GRANDE,"",0.0361,"","",""
"",0.1498,2022-04-16,Chico -  East,0.0032,0.0344,6.2523,2.3694,""
"","",2022-04-16,ZION,"",0.0335,"","",""
"","",2022-04-16,Valparaiso,"",0.0292,"","",""
"","",2022-04-16,South Bend-Shields D,0.0034,0.0338,"",6.2705,""
"",0.0,2022-04-16,ALLEN PARK,"",0.0328,9.2148,4.5281,0.0
"","",2022-04-16,Whiteface Mtn,"",0.0438,"",2.6188,""
"","",2022-04-16,ROCKWELL,0.0025,0.0401,"",8.763,""
"","",2022-04-16,Berea BOE,"",0.0393,"","",""
"",0.063,2022-04-16,Taft NCore,0.0048,0.0463,13.5982,5.8741,5.0E-4
"","",2022-04-16,Alliance,"",0.0398,"","",""
"","",2022-04-16,Narragansett,"",0.0543,"",3.3778,""
"","",2022-04-16,Ouray,0.0019,0.0357,"","",""
"",0.1262,2022-04-16,RUTLAND,0.0085,0.03,"",5.0474,5.0E-4
"","",2022-04-16,Nogales ITN,"","",44.3636,8.5011,""
"","",2022-04-16,East Chicago - Marin,"","","",6.5384,0.0011
"","",2022-04-16,Garrison Arena,"",0.0293,"","",""
"","",2022-04-16,Cody SLAMS,"","","",3.4045,""
"","",2022-04-16,Atascadero2,1.0E-4,0.0315,7.4773,2.2273,""
"","",2022-04-17,TracyAP,0.0026,0.0343,7.5,0.4583,""
"","",2022-04-17,TakomaRec,0.002,0.0383,"","",""
"","",2022-04-17,Macon Forestry,"",0.0165,17.8739,9.3689,9.0E-4
"","",2022-04-17,"Muscatine, High Scho","","","",6.3622,0.002
"","",2022-04-17,Goodland,"","",21.0417,"",""
"","",2022-04-17,WY/KC,"",0.0318,21.0417,8.7333,3.0E-4
"","",2022-04-17,CHICOPEE,6.0E-4,0.0347,"",2.1319,""
"","",2022-04-17,Brockton,"",0.0375,"",6.0,""
"",0.1577,2022-04-17,Worcester,0.0016,0.0352,"",7.0,0.0
"","",2022-04-17,HOLLAND,"",0.0356,"",2.5875,""
"","",2022-04-17,LANSING,0.0017,0.0306,"",3.225,0.001
"",0.0629,2022-04-17,Jackson NCORE,"",0.0185,12.4583,6.6542,0.0
"","",2022-04-17,Piseco Lake,"",0.0304,"","",""
"","",2022-04-17,ROCKWELL,0.0023,0.0366,"",8.7917,""
"","",2022-04-17,Batavia,"",0.0358,"",5.4792,""
"","",2022-04-17,Rockford,"","","",6.3792,""
"","",2022-04-17,Laramie I-80 Mobile,0.0037,0.0398,31.875,6.1667,0.0
"","",2022-04-17,"Rangely, CO",0.0023,0.0346,"",12.3696,""
"","",2022-04-17,YMCA - Marion County,"",0.0314,"",5.9324,""
"",0.2058,2022-04-17,West Yellowstone Par,5.0E-4,"","","",""
"","",2022-04-17,P2,0.0023,0.0382,56.4312,13.6606,""
"","",2022-04-18,Chiricahua NM,"",0.0478,"","",""
0.1769,0.2723,2022-04-18,Oakland West,0.0067,0.0284,"",4.4091,0.0
"","",2022-04-18,Santa Cruz AMS,"",0.0285,"",6.0652,""
"",0.4923,2022-04-18,Pepsi Place,0.0119,"","",6.1364,""
"","",2022-04-18,Fort Mountain,"",0.0324,"","",""
"","",2022-04-18,WARE,7.0E-4,0.034,"",5.0667,0.0
"","",2022-04-18,Keene,"",0.0226,"",3.6522,""
"","",2022-04-18,Crawford Woods,"",0.0294,"","",""
"",0.1598,2022-04-18,Portland - SE Lafaye,0.0065,0.0287,"",3.5,0.0
"",0.156,2022-04-18,Hawthorne,0.0146,0.0268,24.3837,10.2198,4.0E-4
"","",2022-04-18,Mojave - CA 58 Busin,"",0.0497,15.3894,4.9451,""
"","",2022-04-18,"Emmetsburg, ILCC","",0.0419,"",5.8,""
"","",2022-04-18,Kemmerer Mobile,0.0071,0.0341,12.2899,4.0,1.0E-4
"","",2022-04-19,Payson Well Site,"","",31.3049,"",""
"",0.152,2022-04-19,Chico -  East,0.0033,0.0367,6.4423,1.92,""
"","",2022-04-19,Otay Mesa - Donovan,"",0.0313,"",11.1288,""
"",0.1726,2022-04-19,San Jose - Jackson S,0.0027,0.0344,"",6.0357,""
"","",2022-04-19,Lassen Volcanic NP,"",0.044,"","",""
"","",2022-04-19,Rio Vista,"","","",2.481,""
"","",2022-04-19,Turlock - S. Minaret,0.0067,0.0275,19.8452,6.0822,""
"","",2022-04-19,PEORIA_J,"","","",4.3423,""
"","",2022-04-19,WY/KC,"",0.0313,25.888,7.8968,0.0
"","",2022-04-19,LANSING,0.0035,0.0285,"",4.628,0.001
"","",2022-04-19,EVANS,"",0.031,"","",""
"","",2022-04-19,Shakopee,"",0.0379,"",3.2583,""
"",0.1846,2022-04-19,Remount,0.0048,"","",4.7404,""
"",0.1556,2022-04-19,Millbrook NCore,0.002,0.0342,6.912,3.3648,0.0
"",0.1469,2022-04-19,Preble NCore,"",0.0331,"",5.6519,0.0
"","",2022-04-19,Grants Pass - Parksi,"","","",3.3872,""
"","",2022-04-19,Marcus Hook,"","","",4.0304,""
"","",2022-04-19,NATBRIDGE,"",0.0338,"","",""
"",0.1768,2022-04-20,NCore,"",0.0301,17.0971,3.1359,0.0026
"","",2022-04-20,Zuni Hills,"","",72.9652,"",""
"","",2022-04-20,Red Mountain,"",0.0357,"","",""
"","",2022-04-20,CasaBlanca,"","",63.2,"",""
"","",2022-04-20,Camp Pendleton,"",0.0381,"",5.8022,""
"","",2022-04-20,East Hartford,0.0022,0.0344,3.7459,1.9861,""
"","",2022-04-20,Kooker Park,0.0108,"",32.3913,12.9967,0.001
"","",2022-04-20,Weiser PM25,"","","",7.0339,""
"","",2022-04-20,Valparaiso,"",0.0289,"","",""
"","",2022-04-20,BUCKNER,"",0.0362,"","",""
"",0.3464,2022-04-20,GRAND RAPIDS,"",0.0223,12.4252,6.5047,0.0
"","",2022-04-20,Seiling,"",0.0399,24.9242,8.6841,""
"","",2022-04-20,Cedar Creek,"",0.0253,"","",""
"","",2022-04-20,Bakersfield-Westwind,0.0185,"","","",""
"","",2022-04-20,Newport-Calispel,"","","",2.8615,""
"","",2022-04-20,Colfax,"",0.0433,"",3.7692,""
"",0.1728,2022-04-21,Mesa - Brooks Reserv,"",0.0304,26.7632,7.586,""
"","",2022-04-21,Westmorland - 570 Co,"",0.0368,59.7372,"",""
"",0.1581,2022-04-21,Glendora - Laurel,0.003,0.0343,17.8421,4.7026,""
"",0.2414,2022-04-21,Sebastopol,0.0017,0.0384,"",4.0488,""
"","",2022-04-21,Highland Reservoir -,"",0.044,"","",""
"","",2022-04-21,Globeville,0.019,"","",9.0425,""
"",0.1516,2022-04-21,Cornwall,"",0.0448,5.9011,2.6769,0.0
"","",2022-04-21,Athens,"",0.0416,15.2456,7.5658,""
"","",2022-04-21,Pocatello Garrett an,"",0.0313,28.6404,4.5526,""
"","",2022-04-21,New Albany,"",0.042,"",7.1183,1.0E-4
"",0.4092,2022-04-21,Newark Firehouse,0.0285,0.0189,"",10.3869,1.0E-4
"","",2022-04-21,Riverhead,"",0.0343,"","",""
"",0.1494,2022-04-21,Portland - SE Lafaye,0.0026,0.0383,"",2.6833,0.0
"","",2022-04-21,Speedwell,"",0.0388,"","",""
"","",2022-04-21,Thunder Basin,0.001,0.0392,"","",""
"","",2022-04-21,Platteville Atmosphe,0.0027,0.0421,"","",""
"","",2022-04-22,North Phoenix,"",0.0383,29.3246,6.2386,""
"","",2022-04-22,Blue Point Sheriff S,"",0.0411,"","",""
"","",2022-04-22,Rillito,"","",87.0723,"",""
"","",2022-04-22,West Los Angeles - V,0.0053,0.0327,"","",""
"",0.0676,2022-04-22,La Habra,0.0035,0.0378,"","",""
"","",2022-04-22,Folsom,0.0011,0.038,"",4.6617,""
"","",2022-04-22,Goleta,"",0.0325,9.75,2.0538,""
"","",2022-04-22,Ojai - Ojai Ave.,"",0.0326,"",4.9077,""
"","",2022-04-22,Macon Forestry,"",0.0221,18.5398,9.8283,0.001
"","",2022-04-22,PECK,0.0013,0.0328,33.7464,15.0812,6.0E-4
"","",2022-04-22,Butte Greely School,"","",8.2105,2.1518,""
"",0.1465,2022-04-22,Jerome Mack,0.0022,0.0489,28.8172,5.129,0.0
"","",2022-04-22,Rutgers University,0.0041,0.0362,"",5.703,""
"",0.1455,2022-04-22,Del Norte,0.0064,0.0299,65.5273,8.6026,1.0E-4
"","",2022-04-22,McAlester,"",0.0358,22.4015,12.0478,""
"","",2022-04-22,Black Hawk,"",0.0428,34.9561,"",""
"","",2022-04-22,Cades Cove - GSMNP,"",0.0317,"","",""
"","",2022-04-22,Lake Ilo,0.0016,0.0286,15.177,11.354,0.0
"","",2022-04-23,Temecula (Lake Skinn,"",0.037,"",6.1255,""
"","",2022-04-23,60 Near Road,0.0208,"","","",""
"",0.2523,2022-04-23,Sebastopol,0.0026,0.0232,"",2.4714,""
"","",2022-04-23,Evansville-Buena Vis,0.0028,0.0428,32.5714,15.6638,0.001
"","",2022-04-23,Buffalo,"","",28.5849,5.9294,""
"","",2022-04-23,Millington,"",0.0417,"",4.688,""
"","",2022-04-23,Fond du Lac,"",0.0326,"",-2.28,""
"","",2022-04-23,Glacier NP,"",0.0269,"","",""
"",0.3052,2022-04-23,Elizabeth Trailer,0.0173,"","",5.3333,7.0E-4
"","",2022-04-23,Desert View,0.002,0.0428,72.8972,"",""
"","",2022-04-23,Cranberry,"",0.0501,"","",""
"","",2022-04-23,Spokane-Augusta Ave,"","",14.5,5.7451,""
"","",2022-04-23,POTAWATOMI,"",0.0342,"","",0.0
"",0.1626,2022-04-24,Santa Clarita,0.0041,0.0374,"",6.7546,""
"","",2022-04-24,Mono Shore,"","",2.6639,"",""
"","",2022-04-24,7004,0.0013,0.0374,"","",9.0E-4
"","",2022-04-24,SEAFORD,"",0.0489,"",9.5479,""
"","",2022-04-24,PIKE2001,"",0.0306,"",27.7085,""
"",0.1,2022-04-24,Essex,0.0045,0.0443,"","",0.0
"","",2022-04-24,Red Lake Nation,"","","",3.875,""
"","",2022-04-24,PASCAGOULA,0.0022,0.0397,"",8.5571,0.0
"","",2022-04-24,Mt Mitchell,"",0.0509,"","",""
"",0.0649,2022-04-24,Taft NCore,0.0049,0.0435,24.5294,11.5748,0.0
"","",2022-04-24,Healdton,"","",14.0,7.0478,""
"","",2022-04-24,Roosvelt,0.0025,"","",2.1884,""
"","",2022-04-24,North Holywood,0.0036,0.0448,"",7.1672,""
"",0.0795,2022-04-24,Copper View,0.0076,0.0321,"",3.5624,0.001
"","",2022-04-24,"Muscatine, Musser Pa","","","","",8.0E-4
"","",2022-04-24,ELDOSPGS,"",0.0355,"",3.2765,""
"","",2022-04-24,Foley West,"",0.0399,"","",""
"","",2022-04-24,Paso Robles - Santa,"",0.0433,14.9655,"",""
"","",2022-04-25,Fresno-Foundry Park,0.0213,"","",8.375,""
"","",2022-04-25,El Rio - Rio Mesa Sc,"",0.0369,27.9507,6.2606,""
"","",2022-04-25,Honolulu,"","",19.9,7.69,0.0
"",0.0672,2022-04-25,Cannons Lane,0.0058,0.0347,18.8548,9.0581,0.0017
"",0.2122,2022-04-25,Jerome Mack,0.0101,0.0352,22.31,5.386,0.0
"","",2022-04-25,Bayonne,0.0135,0.0327,"","",0.0
"","",2022-04-25,Monmouth University,"",0.0416,"","",""
"",0.1942,2022-04-25,GARINGER,0.0032,0.0337,20.4583,10.2083,0.0
"",0.2313,2022-04-25,Remount,0.0071,"","",9.4583,""
"","",2022-04-25,Mt Mitchell,"",0.0472,"","",""
"",0.1562,2022-04-25,Preble NCore,"",0.0319,"",6.4167,2.0E-4
"",0.2721,2022-04-25,TOR,0.0068,"","",8.5415,""
"","",2022-04-25,Kennewick-Metaline,"","",11.9492,3.7881,""
"","",2022-04-25,Madison University A,"","",5.5417,2.125,""
"","",2022-04-26,Tempe,"",0.0398,51.1197,16.2145,""
"","",2022-04-26,Nampa Fire Station,"","",21.7321,7.2991,""
"","",2022-04-26,DEARBORN,"","",10.2786,5.475,""
"","",2022-04-26,Missoula Boyd Park,"",0.0321,23.8632,5.5231,""
"","",2022-04-26,Millville,0.0031,0.0382,"",6.7906,""
0.0656,"",2022-04-26,HARRINGTON BCH,"",0.0297,"",3.1726,""
"","",2022-04-26,Escalante,"",0.0476,"","",""
"","",2022-04-26,Raymond-4th St,"","","",2.5974,""
"","",2022-04-26,CHICK.,"",0.0172,"",52.5205,-2.0E-4
"","",2022-04-27,Floyd Dryden,"","",0.8981,0.6574,""
"","",2022-04-27,Falcon Field Fire St,"",0.0538,"","",""
